I,Mouser Part Number,Mfr Part Number,Mfr.,Datasheet,Availability,Pricing,RoHS,Lifecycle,Product Detail,IP Rating,Product,Contact Gender,Termination Style,UID
402,654-AHDP022419SNWTA,AHDP02-24-19SN-WTA,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP02-24-19SN-WTA.pdf,50  In Stock,$14.70,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP02-24-19SN-WTA?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6klWVV4npdjPQVCPkvMKALw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP02-24-19SN-WTA&utm_content=Amphenol-SINE-Systems,IP69X,Receptacles,Socket (Female),Crimp,345
403,654-AHDP061814SRCL20,AHDP06-18-14SR-CL20,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP06-18-14SR-CL20.pdf,100  In Stock,$19.35,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP06-18-14SR-CL20?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6Zx3v8BZZufpQ8I7zf7vqNg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP06-18-14SR-CL20&utm_content=Amphenol-SINE-Systems,IP69X,Plugs,Socket (Female),Crimp,346
404,523-CAPLOCK9WR,CAPLOCK9WR,Amphenol Socapex,https://www.mouser.com/datasheet/2/18/1/Amphenol_5_4_2022_CAP_LOCK_xx_WR____191_PLC_1071_0-2942408.pdf,5  In Stock,$42.50,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Socapex/CAPLOCK9WR?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6ABt0CpHL8jNbpt%2F0gkKV9Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=CAPLOCK9WR&utm_content=Amphenol-Socapex,,Protective Caps,,,347
405,654-S500DZ1098PN,S500DZ-10-98PN,Amphenol Aerospace,https://www.mouser.com/datasheet/2/18/1/Amphenol_121621_Series_5_Catalog_2021-2888626.pdf,10  In Stock,$145.20,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Aerospace/S500DZ-10-98PN?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6LDsyMGXkJCC2psvZAWmhmA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=S500DZ-10-98PN&utm_content=Amphenol-Aerospace,,Receptacles,Pin (Male),,52
406,654-RTS1BS10N6SHEC03,RTS1BS10N6SHEC03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS10N6SHEC03.pdf,99  In Stock,$13.53,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS10N6SHEC03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6yLqR7DjSRCBW%252B%2FXW%2F%2Fy1Mg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS10N6SHEC03&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Pin (Male),,348
407,654-RTS1BS18N23PHEC3,RTS1BS18N23PHEC03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS18N23PHEC03.pdf,49  In Stock,$17.11,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS18N23PHEC03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS69M9hF1CncLRU8R7aqfMGVg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS18N23PHEC03&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Pin (Male),,349
408,523-ASU-08BFFMQL8F01,ASU-08BFFM-QL8F01,Amphenol LTW,https://www.mouser.com/datasheet/2/18/1/Amphenol_ASU_XXBFFM_QL8BXX_A-2940773.pdf,30  In Stock,$23.13,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-LTW/ASU-08BFFM-QL8F01?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6HTjVBpstaJ%252BO%252BdpBdLg%2FlQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=ASU-08BFFM-QL8F01&utm_content=Amphenol-LTW,IP68,Connectors,Socket (Female),Solder,350
409,654-RTS1BS18N8PHEC03,RTS1BS18N8PHEC03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS18N8PHEC03.pdf,99  In Stock,$16.06,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS18N8PHEC03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS68rV7CJA0HpgPf2FNaVvZQg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS18N8PHEC03&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Pin (Male),,351
410,654-MS14M23G10,MS14M23G10,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/MS14M23G10.pdf,487  In Stock,$1.94,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/MS14M23G10?qs=sGAEpiMZZMvwyOPDUMfDH3QFH%2F4Fm5s%252BKnixHx2qI6%252BwXN4DMYxolQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=MS14M23G10&utm_content=Amphenol-SINE-Systems,,Contacts,Socket (Female),Crimp,352
411,617-21038612825,21038612825,HARTING,https://www.mouser.com/datasheet/2/179/PDF_DS_21038612825_EN-2887764.pdf,14  In Stock,$44.30,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/HARTING/21038612825?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6aolYoRbQXWp1hwTRiun8eA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=21038612825&utm_content=HARTING,IP67,Connectors,Without Socket Contacts,Crimp,353
412,654-RT00147SNH,RT00147SNH,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RT00147SNH.pdf,131  In Stock,$13.44,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RT00147SNH?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6eJSqDfvTXSsDSwB10EOTWA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RT00147SNH&utm_content=Amphenol-SINE-Systems,IP67,Receptacles,Socket (Female),Cable,354
413,654-RTS1BS16N26SHEC3,RTS1BS16N26SHEC03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS16N26SHEC03.pdf,49  In Stock,$19.69,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS16N26SHEC03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6tWbtR38mJn%252BzFthU0uzJjg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS16N26SHEC03&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Pin (Male),,355
414,523-C09131G1072005U,C091 31G107 200 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09131G1072005U.pdf,50  In Stock,$9.01,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-31G107-200-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6BYq7Y9U6xUOFkNybN2yDcw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2031G107%20200%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Socket (Female),Crimp,356
415,523-C09131H0042025U,C091 31H004 202 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09131H0042025U.pdf,41  In Stock,$15.91,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-31H004-202-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6yacAjwxEQK31O2BB5jBWvw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2031H004%20202%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Pin (Male),Solder,357
416,798-BH12WP-4SC,BH12WP-4SC,Hirose Connector,https://www.mouser.com/datasheet/2/185/BH12WP_4SC_CL0140_0010_0_00_2DDrawing_0001365156-2952401.pdf,94  In Stock,$5.34,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Hirose-Connector/BH12WP-4SC?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6BJ8EZxuJlj9VbBQWjUFFgA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=BH12WP-4SC&utm_content=Hirose-Connector,IPX7,Connectors,Without Socket Contacts,Crimp,358
417,523-C09131G0062005U,C091 31G006 200 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09131G0062005U.pdf,100  In Stock,$8.83,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-31G006-200-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6rFHpu6CZYGlJG3IFiMza9w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2031G006%20200%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Socket (Female),Crimp,359
418,523-C09131G0122095U,C091 31G012 209 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09131G0122095U.pdf,47  In Stock,$14.54,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-31G012-209-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6aCtyOkfy%2FKsAG5jeJBgiZg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2031G012%20209%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Socket (Female),Crimp,360
419,523-C09131H0061025U,C091 31H006 102 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09131H0061025U.pdf,100  In Stock,$15.91,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-31H006-102-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6zBkTmFF7h%2FokeNtPJuaD%252Bg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2031H006%20102%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Pin (Male),Solder,361
420,654-RTS1BS10N2SHEC03,RTS1BS10N2SHEC03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS10N2SHEC03.pdf,99  In Stock,$12.59,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS10N2SHEC03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6TZcSekR1WVN9L0OJDiY4zQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS10N2SHEC03&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Pin (Male),,362
421,523-C09131G0062095U,C091 31G006 209 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09131G0062095U.pdf,99  In Stock,$8.83,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-31G006-209-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6ieZtCIpOb%2FQanEl%2Fk51tqg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2031G006%20209%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Socket (Female),Crimp,363
422,235-VG95234M2822S1N,VG95234M-28-22S1N,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_J_Plating_05_2021__1_-2999839.pdf,9  In Stock,$229.89,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/VG95234M-28-22S1N?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6mecyVWFRhkuU5c%252BoynelIg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VG95234M-28-22S1N&utm_content=Amphenol-Air-LB-Germany,,Plugs,Socket (Female),Crimp,68
423,654-RTS1BS14N2PHEC03,RTS1BS14N2PHEC03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS14N2PHEC03.pdf,99  In Stock,$13.55,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS14N2PHEC03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6deEjodedKyiIdVZXyJR6Ug%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS14N2PHEC03&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Pin (Male),,364
424,654-RTS010N3W3P03,RTS010N3W3P03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS010N3W3P03.pdf,189  In Stock,$6.64,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS010N3W3P03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6ohLD7hC%252B9ZY4Z7%252BXleJdDw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS010N3W3P03&utm_content=Amphenol-SINE-Systems,"IP69K, IP67",Connectors,Without Pin Contacts,Crimp,365
425,523-TV06ZN13E4P,TV06ZN13E4P,Amphenol Socapex,https://www.mouser.com/datasheet/2/18/1/Amphenol_11162020_Powersafe_catalog-1923572.pdf,9  In Stock,$499.16,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Socapex/TV06ZN13E4P?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4Ej3JXfULEpy3Ewcz1qkiMQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TV06ZN13E4P&utm_content=Amphenol-Socapex,,Plugs,Pin (Male),Crimp,366
426,235-VG95328M1832PN,VG95328M1832PN,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_PT_2015_UPD2020_EN-1893452.pdf,16  In Stock,$158.38,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/VG95328M1832PN?qs=sGAEpiMZZMvwyOPDUMfDH3QFH%2F4Fm5s%252BeZhYGyOtyBzE4AStUt0A5Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VG95328M1832PN&utm_content=Amphenol-Air-LB-Germany,,Plugs,Pin (Male),Solder,129
427,571-T4171010404-001,T4171010404-001,TE Connectivity,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417101040X00L&DocType=Customer+Drawing&DocLang=English&PartCntxt=T4171010404-001&DocFormat=pdf,325  In Stock,$8.99,RoHS Compliant By Exemption,,https://www.mouser.com/ProductDetail/TE-Connectivity/T4171010404-001?qs=sGAEpiMZZMvwyOPDUMfDH9nCHP93OR0Sys1%2FITlUeuFeeZX1WSsbEQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=T4171010404-001&utm_content=TE-Connectivity,"IP67, IP68",Connectors,Pin (Male),Wire,367
428,523-TV07ZN17E6S,TV07ZN17E6S,Amphenol Socapex,https://www.mouser.com/datasheet/2/18/1/Amphenol_11162020_Powersafe_catalog-1923572.pdf,4  In Stock,$744.45,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Socapex/TV07ZN17E6S?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4aHRrDdxKzT2ZJ0TL8N65Rg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TV07ZN17E6S&utm_content=Amphenol-Socapex,,Receptacles,Pin (Male),Crimp,366
429,654-10-708528-000,10-708528-000,Amphenol Industrial,,85  In Stock,$41.48,,,https://www.mouser.com/ProductDetail/Amphenol-Industrial/10-708528-000?qs=sGAEpiMZZMvwyOPDUMfDHzZQzxlTPl6nHGWe8k%2FgxIqCRXdBdf9Btg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=10-708528-000&utm_content=Amphenol-Industrial,,,,,226
430,523-TV06RW13E4PA,TV06RW13E4PA,Amphenol Socapex,https://www.mouser.com/datasheet/2/18/1/Amphenol_11162020_Powersafe_catalog-1923572.pdf,5  In Stock,$476.47,,,https://www.mouser.com/ProductDetail/Amphenol-Socapex/TV06RW13E4PA?qs=sGAEpiMZZMvwyOPDUMfDHzZQzxlTPl6nzwxnqZ8mSiJZATHbLRe%252BUQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TV06RW13E4PA&utm_content=Amphenol-Socapex,,Plugs,Pin (Male),Crimp,366
431,654-AHDM06-2416PN059,AHDM06-24-16PN-059,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDM06-24-16PN-059.pdf,48  In Stock,$42.29,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDM06-24-16PN-059?qs=sGAEpiMZZMvwyOPDUMfDHzZQzxlTPl6nRZFYtSh8omhsmpPSDOmuFw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDM06-24-16PN-059&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Socket (Female),Crimp,368
432,235-VG95328M106SN,VG95328M106SN,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_PT_2015_UPD2020_EN-1893452.pdf,155  In Stock,$80.48,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/VG95328M106SN?qs=sGAEpiMZZMvwyOPDUMfDHzZQzxlTPl6noXG0SRU1xLDsIqVV2lutCw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VG95328M106SN&utm_content=Amphenol-Air-LB-Germany,,Plugs,Socket (Female),Solder,129
433,798-HR10-7R-6S73,HR10-7R-6S(73),Hirose Connector,https://www.mouser.com/datasheet/2/185/HR10_7R_6S_73__CL0110_0033_5_73_2DDrawing_00009585-1617747.pdf,"1,233  In Stock",$17.12,RoHS Compliant By Exemption,,https://www.mouser.com/ProductDetail/Hirose-Connector/HR10-7R-6S73?qs=sGAEpiMZZMvwyOPDUMfDH6YG2deVKVew%252BBwOb9bWGro%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=HR10-7R-6S%2873%29&utm_content=Hirose-Connector,-,Connectors,Socket (Female),Solder,369
434,571-54123-1,54123-1,TE Connectivity,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=54123&DocType=Customer+Drawing&DocLang=English&PartCntxt=54123-1&DocFormat=pdf,"3,342  In Stock",$18.20,RoHS Compliant,,https://www.mouser.com/ProductDetail/TE-Connectivity/54123-1?qs=sGAEpiMZZMvwyOPDUMfDHzQCWI0aoPAClxrMXVoUEBI%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=54123-1&utm_content=TE-Connectivity,-,Accessories,-,-,370
435,571-16041961,1604196-1,TE Connectivity,https://www.mouser.com/datasheet/2/418/7/ENG_CD_1604196_A1-2013847.pdf,"4,399  In Stock",$10.60,RoHS Compliant By Exemption,,https://www.mouser.com/ProductDetail/TE-Connectivity/1604196-1?qs=sGAEpiMZZMvwyOPDUMfDH%2FVx33h3Mt7ZWPOPCHboKpU%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=1604196-1&utm_content=TE-Connectivity,,Accessories,-,-,371
436,177-PX0731/P,PX0731/P,Bulgin,https://www.mouser.com/datasheet/2/57/Standard_power-1519027.pdf,"1,385  In Stock",$19.40,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bulgin/PX0731-P?qs=sGAEpiMZZMvwyOPDUMfDH8yQxyHvpfgBGYXcSv%2Fgb0A%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=PX0731%2FP&utm_content=Bulgin,IP68,Connectors,Pin (Male),Screw,14
437,571-213729-9,213729-9,TE Connectivity,https://www.mouser.com/datasheet/2/418/7/ENG_CD_213729_H-2027633.pdf,958  In Stock,$25.16,RoHS Compliant,,https://www.mouser.com/ProductDetail/TE-Connectivity/213729-9?qs=sGAEpiMZZMvwyOPDUMfDH%252B4AcyCbf8V6Igao6JIPciQ%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=213729-9&utm_content=TE-Connectivity,-,Connector Assemblies,Socket (Female),Through Hole,372
438,571-661831,66183-1,TE Connectivity,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=66183&DocType=Customer+Drawing&DocLang=English&PartCntxt=66183-1&DocFormat=pdf,"18,888  In Stock",$1.80,RoHS Compliant,,https://www.mouser.com/ProductDetail/TE-Connectivity/66183-1?qs=sGAEpiMZZMvwyOPDUMfDHwpS8zdwKKYEqmIjv3aUh9o%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=66183-1&utm_content=TE-Connectivity,,Contacts,Socket (Female),Solder,373
439,798-HR30-6J-6P31,HR30-6J-6P(31),Hirose Connector,https://www.mouser.com/datasheet/2/185/HR30_6J_6P_31__CL0130_2009_6_31_2DDrawing_00012931-1618108.pdf,"4,169  In Stock",$7.44,RoHS Compliant,,https://www.mouser.com/ProductDetail/Hirose-Connector/HR30-6J-6P31?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4o3lHEpeloN3dCjTV0xuqEQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=HR30-6J-6P%2831%29&utm_content=Hirose-Connector,"IP67, IP68",Connectors,Pin (Male),Solder,374
440,798-HR10G10R10SB71,HR10G-10R-10SB(71),Hirose Connector,https://www.mouser.com/datasheet/2/185/HR10G_10R_10SB_71__CL0110_1807_7_71_2DDrawing_0000-1617945.pdf,"5,457  In Stock",$12.93,RoHS Compliant,,https://www.mouser.com/ProductDetail/Hirose-Connector/HR10G-10R-10SB71?qs=sGAEpiMZZMvwyOPDUMfDHwQnl7rU8kXuVDlr8ZiIsfc%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=HR10G-10R-10SB%2871%29&utm_content=Hirose-Connector,-,Connectors,Socket (Female),Through Hole,375
441,571-T4111011041-000,T4111011041-000,TE Connectivity,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T411101XXXX000&DocType=Customer+Drawing&DocLang=English&PartCntxt=T4111011041-000&DocFormat=pdf,"2,440  In Stock",$10.00,RoHS Compliant By Exemption,,https://www.mouser.com/ProductDetail/TE-Connectivity/T4111011041-000?qs=sGAEpiMZZMvwyOPDUMfDH5%252BOveMIjk8pMfaVrn%252B5xJURikgfBVX5vA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=T4111011041-000&utm_content=TE-Connectivity,IP67,Connectors,Pin (Male),Screw,376
442,571-796466-1,796466-1,TE Connectivity,https://www.mouser.com/datasheet/2/418/8/ENG_CD_796466_D-2068498.pdf,918  In Stock,$21.85,RoHS Compliant,,https://www.mouser.com/ProductDetail/TE-Connectivity/796466-1?qs=sGAEpiMZZMvwyOPDUMfDHyERktuW2quKJAQedmHCOzY%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=796466-1&utm_content=TE-Connectivity,-,Housings,Pin (Male),-,377
443,798-HR25A-9R-16S,HR25A-9R-16S,Hirose Connector,https://www.mouser.com/datasheet/2/185/HR25A_9R_16S_CL0125_0615_0_00_2DDrawing_0000896836-1618257.pdf,"1,300  In Stock",$20.54,RoHS Compliant,,https://www.mouser.com/ProductDetail/Hirose-Connector/HR25A-9R-16S?qs=sGAEpiMZZMvwyOPDUMfDHwQnl7rU8kXuPr4EjUTu%2FRw%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=HR25A-9R-16S&utm_content=Hirose-Connector,-,Connectors,Socket (Female),Solder,378
444,654-MS16M23G30,MS16M23G30,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/MS16M23G30.pdf,"6,645  In Stock",$4.08,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/MS16M23G30?qs=sGAEpiMZZMvwyOPDUMfDHymA71%252BBL1WCGHisjsL6pi4%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=MS16M23G30&utm_content=Amphenol-SINE-Systems,,Contacts,Socket (Female),Crimp,379
445,651-1419687,1419687,Phoenix Contact,https://www.mouser.com/datasheet/2/324/3/1419687-1410977.pdf,"1,302  In Stock",$25.40,RoHS Compliant By Exemption,,https://www.mouser.com/ProductDetail/Phoenix-Contact/1419687?qs=sGAEpiMZZMvwyOPDUMfDH8m9kjzMa%2FJbGoQ0Zj9AfTU%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=1419687&utm_content=Phoenix-Contact,"IP65, IP67",Connectors,Pin (Male),Wire,380
446,651-1553640,1553640,Phoenix Contact,https://www.mouser.com/datasheet/2/324/4/1553640-1416290.pdf,390  In Stock,$61.31,RoHS Compliant By Exemption,,https://www.mouser.com/ProductDetail/Phoenix-Contact/1553640?qs=sGAEpiMZZMvwyOPDUMfDH%252BaRt3R%252BMsMFpp7cb359jxA%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=1553640&utm_content=Phoenix-Contact,IP67,Connectors,Socket (Female),IDC,381
447,651-1414586,1414586,Phoenix Contact,https://www.mouser.com/datasheet/2/324/3/1414586-1409534.pdf,634  In Stock,$82.55,RoHS Compliant By Exemption,,https://www.mouser.com/ProductDetail/Phoenix-Contact/1414586?qs=sGAEpiMZZMvwyOPDUMfDHz0oyB8Rb9pG3Wq9KftQ2OUvbcVL5XMbPQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=1414586&utm_content=Phoenix-Contact,IP65,Connectors,Socket (Female),IDC,382
448,798-HR10A10P12P74,HR10A-10P-12P(74),Hirose Connector,https://www.mouser.com/datasheet/2/185/HR10A_10P_12P_74__CL0110_0401_7_74_2DDrawing_00009-1617919.pdf,"1,986  In Stock",$19.59,RoHS Compliant,,https://www.mouser.com/ProductDetail/Hirose-Connector/HR10A-10P-12P74?qs=sGAEpiMZZMvwyOPDUMfDHwQnl7rU8kXuHhErlqI%252Bgbg%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=HR10A-10P-12P%2874%29&utm_content=Hirose-Connector,-,Connectors,Pin (Male),Solder,235
449,798-HR10A-10R-10S71,HR10A-10R-10S(71),Hirose Connector,https://www.mouser.com/datasheet/2/185/HR10A_10R_10S_71__CL0110_0409_9_71_2DDrawing_00009-1617806.pdf,"3,087  In Stock",$11.00,RoHS Compliant By Exemption,,https://www.mouser.com/ProductDetail/Hirose-Connector/HR10A-10R-10S71?qs=sGAEpiMZZMvwyOPDUMfDH6YG2deVKVewmKut1sKM3Vs%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=HR10A-10R-10S%2871%29&utm_content=Hirose-Connector,-,Connectors,Socket (Female),Solder,236
